alt,lat,lon,sats,signal,speed,ts,veh_id,dev_id,date,task_id,next_task_id,line_id,route_id,driver_id,car_no,course_no,pt,primary_veh_id,prev_stop_id,prev_stop_dev,cur_stop_id,cur_stop_dev,seg_fraction,status,in_depot
594.2,42.65109191818735,23.358588670495063,8,31,17.0,1738073529969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.393,on task,False
595.5,42.65149223120453,23.358888388629087,7,31,24.3,1738073534968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.443,on task,False
594.8,42.65157435731579,23.359012261646832,9,31,29.6,1738073539969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.514,on task,False
592.2,42.6519134902467,23.359300676888832,9,31,33.3,1738073544975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.602,on task,False
590.4,42.652501774696624,23.359922631574698,8,31,36.1,1738073549969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.691,on task,False
589.5,42.652814249633074,23.35962831024144,8,31,31.7,1738073554968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.779,on task,False
590.3,42.65287754251877,23.35985470914213,9,31,29.3,1738073559969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.852,on task,False
588.5,42.653290340617254,23.360009732174724,7,31,24.4,1738073564968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0801,2.0,A0614,3.0,0.918,on task,False
593.7,42.653992929193194,23.359751398880448,9,30,21.1,1738073594968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.036,on task,False
594.0,42.65409697304776,23.35981628588069,9,30,30.7,1738073599968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.126,on task,False
596.1,42.65466994384611,23.359248722048864,7,30,38.2,1738073604975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.241,on task,False
598.5,42.65499028376909,23.35942947759706,8,27,37.2,1738073609968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.36,on task,False
598.3,42.6555163466671,23.35930123536319,9,27,37.4,1738073614968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.477,on task,False
596.8,42.656347249454655,23.35925389798592,9,27,43.2,1738073619969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.606,on task,False
595.5,42.65655200039927,23.3593916004265,9,31,38.2,1738073624970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.744,on task,False
592.3,42.657131032310446,23.35949017492811,9,31,31.7,1738073629968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0614,3.0,A1743,2.0,0.855,on task,False
595.0,42.65717172587351,23.359241286904503,9,31,21.1,1738073634975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,2.0,A0761,1.0,0.0,on task,False
594.8,42.65776353501121,23.359390846780084,9,31,11.3,1738073639971,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,2.0,A0761,1.0,0.0,on task,False
592.2,42.657801773430016,23.358970862315985,9,31,0.0,1738073644974,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,3.0,A0761,2.0,0.006,on task,False
589.5,42.657415617422494,23.359031477926504,9,31,0.0,1738073649969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,3.0,A0761,2.0,0.006,on task,False
589.7,42.65746582691787,23.35913709330044,9,31,0.0,1738073654970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,3.0,A0761,2.0,0.005,on task,False
591.4,42.659494788066475,23.358809442981727,9,31,49.8,1738073684969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,3.0,A0761,2.0,0.395,on task,False
588.6,42.66024613817604,23.358876799555787,9,31,45.9,1738073689969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1743,3.0,A0761,2.0,0.518,on task,False
584.9,42.662265590001574,23.35881311546406,9,31,0.0,1738073719970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.0,on task,False
584.7,42.66220035228117,23.358476880041906,9,31,0.0,1738073724968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.0,on task,False
584.1,42.66240083353731,23.358707848591997,9,31,0.0,1738073729968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.0,on task,False
584.1,42.66217371449702,23.358693259715732,9,31,0.0,1738073734968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.0,on task,False
584.2,42.66264440127137,23.35868621393299,9,31,3.7,1738073739969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.0,on task,False
583.6,42.66266224191017,23.35830573114753,9,31,18.5,1738073744969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.027,on task,False
584.8,42.66252539898779,23.358236626032063,9,31,5.0,1738073749968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.077,on task,False
583.8,42.66274095599074,23.358221157667018,9,31,0.0,1738073754969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.078,on task,False
582.9,42.66278689595819,23.35841636954432,9,31,0.0,1738073759972,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,1.0,0.078,on task,False
582.3,42.66285363458897,23.35812501817543,9,31,0.0,1738073764975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
582.2,42.66282721582257,23.35846500673745,9,31,0.0,1738073769968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
582.2,42.66272630141964,23.358278346759676,9,31,0.0,1738073774969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
582.2,42.66274882070883,23.358449803486124,9,31,0.0,1738073779968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
582.2,42.66270047403799,23.358284585341817,9,31,0.0,1738073784968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
582.2,42.662712662533714,23.358283103085345,9,31,0.0,1738073789969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
582.2,42.662628066982215,23.358527381057716,9,31,0.0,1738073794975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.077,on task,False
581.8,42.66271502958379,23.35842676396232,9,31,11.1,1738073799968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.094,on task,False
582.9,42.663110693502944,23.358247608556745,9,31,21.9,1738073804970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,2.0,0.155,on task,False
575.9,42.66391880840291,23.359417519118097,9,31,38.3,1738073834969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,3.0,0.718,on task,False
576.3,42.66422303137132,23.359800419065685,9,31,26.7,1738073839970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,3.0,0.831,on task,False
577.3,42.66448501633754,23.36020771878361,9,31,18.1,1738073844968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0761,3.0,A2351,3.0,0.91,on task,False
577.9,42.664568120470655,23.36028796093251,9,31,13.9,1738073849971,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.0,on task,False
578.7,42.664627125154816,23.36063646144684,9,31,0.0,1738073854978,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.0,on task,False
575.3,42.66450007560885,23.360549823202607,9,31,0.0,1738073859969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.0,on task,False
575.2,42.66434439384744,23.360758746955476,9,31,0.0,1738073864968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.0,on task,False
574.2,42.664736861810376,23.360515297893027,9,31,11.9,1738073869969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.0,on task,False
574.5,42.66470468525183,23.36097212400777,9,31,25.9,1738073874968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.058,on task,False
574.2,42.66489467266119,23.36135223094176,9,31,35.4,1738073879969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,1.0,0.151,on task,False
573.8,42.66523810164725,23.36193801269163,9,31,26.7,1738073884975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.243,on task,False
569.5,42.66534910435724,23.36225896132701,9,31,14.8,1738073889969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.303,on task,False
570.1,42.665311902076986,23.36208454016904,9,31,0.0,1738073894969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.327,on task,False
571.3,42.66510348655925,23.36205546157092,9,31,0.0,1738073899968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.33,on task,False
572.5,42.665083549621265,23.362175799589515,9,31,0.0,1738073904976,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.331,on task,False
572.7,42.66514874763108,23.36228375788716,9,31,0.0,1738073909976,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.331,on task,False
572.8,42.66524172837824,23.362241433703357,9,31,0.0,1738073914975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,2.0,0.331,on task,False
572.4,42.66558944245717,23.362845132114657,9,31,34.4,1738073944974,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,3.0,0.484,on task,False
573.0,42.66600075879914,23.363350136797155,9,31,38.5,1738073949969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,3.0,0.6,on task,False
570.9,42.66599179826636,23.36401164946902,9,31,36.5,1738073954969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,3.0,0.713,on task,False
570.7,42.66668612102466,23.364203032377883,9,31,29.3,1738073959968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2351,3.0,A0492,3.0,0.81,on task,False
569.9,42.667135869619855,23.36492462911517,9,31,0.0,1738073989968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0492,3.0,A1258,1.0,0.0,on task,False
569.9,42.66698855144362,23.364963877100703,9,31,0.0,1738073994968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0492,3.0,A1258,1.0,0.0,on task,False
562.6,42.66803612011672,23.36716562801726,9,31,22.2,1738074024978,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A0492,3.0,A1258,2.0,0.41,on task,False
560.8,42.67063893090089,23.36609248995388,9,31,48.2,1738074119968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1258,3.0,A1695,2.0,0.478,on task,False
563.9,42.670844232235275,23.365237393852283,9,31,48.3,1738074124969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1258,3.0,A1695,3.0,0.623,on task,False
565.1,42.67116594467009,23.364723486217283,9,31,42.8,1738074129969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1258,3.0,A1695,3.0,0.759,on task,False
567.2,42.671749200148355,23.3645058306433,9,31,26.5,1738074134970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1258,3.0,A1695,3.0,0.864,on task,False
563.9,42.671783988341254,23.364140994095653,9,31,12.6,1738074139970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1258,3.0,A1695,3.0,0.913,on task,False
565.4,42.67172366413029,23.36431930583767,8,31,3.0,1738074144969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,2.0,0.0,on task,False
566.6,42.671608405854194,23.363918122383676,8,31,0.0,1738074149973,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,2.0,0.0,on task,False
566.9,42.67172706636305,23.363981957542265,9,31,10.6,1738074154968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,2.0,0.0,on task,False
562.5,42.672177214099186,23.36376046870935,9,31,15.0,1738074184975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.026,on task,False
562.3,42.67249122243456,23.36343255793088,9,31,27.0,1738074189968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.079,on task,False
561.3,42.672464073740635,23.363085982305627,9,31,36.1,1738074194969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.16,on task,False
561.3,42.67285490671177,23.362682947744503,9,31,43.5,1738074199970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.258,on task,False
562.2,42.673502083621095,23.36217173990001,8,31,49.4,1738074204975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.373,on task,False
561.5,42.67367342535557,23.36133192066583,9,31,53.5,1738074209968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.497,on task,False
564.1,42.674331691234144,23.36049153195767,9,31,51.5,1738074214975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.625,on task,False
564.5,42.67446095254334,23.360277290998685,8,31,48.3,1738074219969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.75,on task,False
564.4,42.67494748155047,23.35944041475523,9,31,42.2,1738074224969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.855,on task,False
565.4,42.67533784907995,23.359339956308595,9,31,29.8,1738074229968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1695,3.0,A2327,3.0,0.945,on task,False
572.8,42.675478825937304,23.35893730314942,9,31,9.8,1738074259968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.005,on task,False
572.7,42.67583098429843,23.358410148347502,9,31,25.0,1738074264974,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.016,on task,False
573.2,42.67623209425548,23.35812016326775,9,31,34.8,1738074269969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.035,on task,False
572.3,42.676200135910435,23.357792571401003,8,31,42.4,1738074274969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.059,on task,False
572.2,42.67667522398557,23.356944922222844,9,31,48.3,1738074279969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.087,on task,False
573.3,42.67715281214058,23.35643197786471,9,31,52.8,1738074284968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.118,on task,False
573.2,42.6774954482201,23.35589001607249,9,31,57.2,1738074289969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.151,on task,False
574.3,42.678148750474925,23.35497460027949,9,31,61.7,1738074294975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.187,on task,False
574.2,42.67869214006373,23.35419975866312,9,31,63.3,1738074299971,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,0.0,0.226,on task,False
576.6,42.679288810052384,23.353748147438463,9,31,61.3,1738074304968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.264,on task,False
578.7,42.679634267379086,23.35259522211546,9,31,64.8,1738074309969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.303,on task,False
578.7,42.68014858889936,23.351975234272487,9,31,64.1,1738074314969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.342,on task,False
577.9,42.68118747593844,23.35138047225501,8,31,63.3,1738074319969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.381,on task,False
564.3,42.68415721070435,23.3465223247361,9,31,68.0,1738074349969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.61,on task,False
559.8,42.68464268859903,23.345854624042236,9,24,66.1,1738074354969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.652,on task,False
554.5,42.68532694547479,23.345186641011193,8,24,51.7,1738074359968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,1.0,0.687,on task,False
552.3,42.68575663348845,23.344315783848828,8,24,50.4,1738074364969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,2.0,0.718,on task,False
547.8,42.68856118249991,23.340403731812003,9,27,49.3,1738074394968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,2.0,0.912,on task,False
545.8,42.68863758708578,23.340146570058568,9,31,43.3,1738074399969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,2.0,0.939,on task,False
545.0,42.68918833173006,23.33963310665603,9,31,38.2,1738074404968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,2.0,0.964,on task,False
543.6,42.6896380895195,23.33898192507737,9,31,27.8,1738074409968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A2327,3.0,A1288,2.0,0.984,on task,False
541.9,42.68948300442472,23.339037437370937,8,31,14.1,1738074414975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,0.0,0.0,on task,False
541.9,42.689958792166166,23.33864663335046,8,31,21.5,1738074444974,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.042,on task,False
